timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,Latency
1402866582485,6330,Home Page,200,OK,Jakarta Users 1-26,text,true,262,4712
1402866582159,6657,Home Page,200,OK,Jakarta Users 1-37,text,true,262,1392
1402866583549,5299,Home Page,200,OK,Jakarta Users 1-50,text,true,262,5299
1402866584963,3923,Home Page,200,OK,Jakarta Users 1-34,text,true,262,3922
1402866585950,3031,Home Page,200,OK,Jakarta Users 1-27,text,true,261,3031
1402866585218,3871,Home Page,200,OK,Jakarta Users 1-15,text,true,262,3869
1402866586264,2981,Home Page,200,OK,Jakarta Users 1-25,text,true,261,2981
1402866586445,2902,Home Page,200,OK,Jakarta Users 1-21,text,true,261,2902
1402866586448,2902,Home Page,200,OK,Jakarta Users 1-24,text,true,261,2902
1402866585344,4068,Home Page,200,OK,Jakarta Users 1-43,text,true,262,4068
1402866586685,2785,Home Page,200,OK,Jakarta Users 1-35,text,true,261,2785
1402866584157,5362,Home Page,200,OK,Jakarta Users 1-3,text,true,262,5362
1402866584175,5363,Home Page,200,OK,Jakarta Users 1-7,text,true,262,5363
1402866581171,8403,Home Page,200,OK,Jakarta Users 1-2,text,true,262,2654
1402866584326,5305,Home Page,200,OK,Jakarta Users 1-42,text,true,262,5305
1402866584338,5430,Home Page,200,OK,Jakarta Users 1-19,text,true,262,5429
1402866584789,5029,Home Page,200,OK,Jakarta Users 1-44,text,true,262,5029
1402866584822,5010,Home Page,200,OK,Jakarta Users 1-11,text,true,262,5002
1402866585711,4122,Home Page,200,OK,Jakarta Users 1-45,text,true,262,4122
1402866585839,4071,Home Page,200,OK,Jakarta Users 1-6,text,true,262,4071
1402866585222,4863,Home Page,200,OK,Jakarta Users 1-46,text,true,262,4862
1402866586277,3985,Home Page,200,OK,Jakarta Users 1-40,text,true,262,3985
1402866587358,2916,Home Page,200,OK,Jakarta Users 1-16,text,true,261,2916
1402866585320,5055,Home Page,200,OK,Jakarta Users 1-8,text,true,262,5053
1402866586583,3842,Home Page,200,OK,Jakarta Users 1-41,text,true,262,3842
1402866588095,2531,Home Page,200,OK,Jakarta Users 1-49,text,true,260,2531
1402866588280,2371,Home Page,200,OK,Jakarta Users 1-12,text,true,261,2371
1402866588384,2334,Home Page,200,OK,Jakarta Users 1-17,text,true,261,2333
1402866588487,2277,Home Page,200,OK,Jakarta Users 1-4,text,true,261,2277
1402866588600,2283,Home Page,200,OK,Jakarta Users 1-31,text,true,261,2283
1402866588815,2098,Home Page,200,OK,Jakarta Users 1-26,text,true,260,2094
1402866585940,5027,Home Page,200,OK,Jakarta Users 1-38,text,true,262,5027
1402866589090,1975,Home Page,200,OK,Jakarta Users 1-15,text,true,261,1974
1402866587236,3907,Home Page,200,OK,Jakarta Users 1-13,text,true,262,3907
1402866587248,3901,Home Page,200,OK,Jakarta Users 1-23,text,true,262,3901
1402866586203,4995,Home Page,200,OK,Jakarta Users 1-14,text,true,262,4994
1402866586255,4974,Home Page,200,OK,Jakarta Users 1-20,text,true,262,4974
1402866587336,3919,Home Page,200,OK,Jakarta Users 1-1,text,true,262,3918
1402866589520,1787,Home Page,200,OK,Jakarta Users 1-3,text,true,261,1787
1402866587452,3905,Home Page,200,OK,Jakarta Users 1-28,text,true,262,3905
1402866587628,3784,Home Page,200,OK,Jakarta Users 1-10,text,true,262,3784
1402866587730,3697,Home Page,200,OK,Jakarta Users 1-48,text,true,262,3697
1402866589769,1666,Home Page,200,OK,Jakarta Users 1-19,text,true,261,1665
1402866588205,3430,Home Page,200,OK,Jakarta Users 1-18,text,true,262,3429
1402866590627,1068,Home Page,200,OK,Jakarta Users 1-49,text,true,260,1065
1402866588379,3336,Home Page,200,OK,Jakarta Users 1-9,text,true,262,3335
1402866590968,851,Home Page,200,OK,Jakarta Users 1-38,text,true,261,851
1402866588526,3371,Home Page,200,OK,Jakarta Users 1-36,text,true,262,3371
1402866588817,3096,Home Page,200,OK,Jakarta Users 1-37,text,true,262,3096
1402866588887,3059,Home Page,200,OK,Jakarta Users 1-34,text,true,262,3059
1402866587164,4861,Home Page,200,OK,Jakarta Users 1-22,text,true,262,4861
1402866587179,4854,Home Page,200,OK,Jakarta Users 1-47,text,true,262,4854
1402866591413,661,Home Page,200,OK,Jakarta Users 1-10,text,true,261,661
1402866591435,646,Home Page,200,OK,Jakarta Users 1-19,text,true,261,646
1402866587230,4867,Home Page,200,OK,Jakarta Users 1-32,text,true,262,4867
1402866589246,2908,Home Page,200,OK,Jakarta Users 1-25,text,true,262,2908
1402866589348,2840,Home Page,200,OK,Jakarta Users 1-21,text,true,262,2839
1402866591820,419,Home Page,200,OK,Jakarta Users 1-38,text,true,261,419
1402866589414,2847,Home Page,200,OK,Jakarta Users 1-43,text,true,262,2847
1402866591914,359,Home Page,200,OK,Jakarta Users 1-37,text,true,261,359
1402866587397,4882,Home Page,200,OK,Jakarta Users 1-39,text,true,262,4881
1402866589471,2826,Home Page,200,OK,Jakarta Users 1-35,text,true,262,2826
1402866589632,2748,Home Page,200,OK,Jakarta Users 1-42,text,true,262,2748
1402866589819,2621,Home Page,200,OK,Jakarta Users 1-44,text,true,262,2620
1402866589833,2610,Home Page,200,OK,Jakarta Users 1-11,text,true,262,2609
1402866592098,352,Home Page,200,OK,Jakarta Users 1-32,text,true,261,351
1402866589911,2554,Home Page,200,OK,Jakarta Users 1-6,text,true,262,2553
1402866587843,4626,Home Page,200,OK,Jakarta Users 1-33,text,true,262,4625
1402866587876,4652,Home Page,200,OK,Jakarta Users 1-29,text,true,262,4651
1402866590376,2207,Home Page,200,OK,Jakarta Users 1-8,text,true,262,2207
1402866590425,2194,Home Page,200,OK,Jakarta Users 1-41,text,true,262,2194
1402866592279,343,Home Page,200,OK,Jakarta Users 1-39,text,true,261,342
1402866588172,4470,Home Page,200,OK,Jakarta Users 1-5,text,true,262,4469
1402866590652,2049,Home Page,200,OK,Jakarta Users 1-12,text,true,262,2048
1402866590718,2018,Home Page,200,OK,Jakarta Users 1-17,text,true,262,2018
1402866590884,1900,Home Page,200,OK,Jakarta Users 1-31,text,true,262,1900
1402866592450,337,Home Page,200,OK,Jakarta Users 1-32,text,true,261,336
1402866590914,1888,Home Page,200,OK,Jakarta Users 1-26,text,true,262,1888
1402866588777,4160,Home Page,200,OK,Jakarta Users 1-30,text,true,262,4160
1402866591065,1885,Home Page,200,OK,Jakarta Users 1-15,text,true,262,1883
1402866591150,1801,Home Page,200,OK,Jakarta Users 1-23,text,true,262,1801
1402866591144,1808,Home Page,200,OK,Jakarta Users 1-13,text,true,262,1808
1402866588849,4107,Home Page,200,OK,Jakarta Users 1-50,text,true,262,4107
1402866591199,1762,Home Page,200,OK,Jakarta Users 1-14,text,true,262,1762
1402866588982,4038,Home Page,200,OK,Jakarta Users 1-27,text,true,262,4037
1402866591308,1718,Home Page,200,OK,Jakarta Users 1-3,text,true,262,1715
1402866591358,1672,Home Page,200,OK,Jakarta Users 1-28,text,true,262,1672
1402866591635,1524,Home Page,200,OK,Jakarta Users 1-18,text,true,262,1524
1402866589351,3872,Home Page,200,OK,Jakarta Users 1-24,text,true,262,3872
1402866591898,1370,Home Page,200,OK,Jakarta Users 1-36,text,true,262,1369
1402866592952,321,Home Page,200,OK,Jakarta Users 1-23,text,true,261,321
1402866592951,325,Home Page,200,OK,Jakarta Users 1-15,text,true,261,324
1402866591947,1386,Home Page,200,OK,Jakarta Users 1-34,text,true,262,1386
1402866589539,3796,Home Page,200,OK,Jakarta Users 1-7,text,true,262,3796
1402866589575,3781,Home Page,200,OK,Jakarta Users 1-2,text,true,262,3780
1402866592075,1345,Home Page,200,OK,Jakarta Users 1-10,text,true,262,1341
1402866593026,394,Home Page,200,OK,Jakarta Users 1-3,text,true,261,392
1402866589834,3607,Home Page,200,OK,Jakarta Users 1-45,text,true,262,3607
1402866592188,1285,Home Page,200,OK,Jakarta Users 1-21,text,true,262,1285
1402866590086,3408,Home Page,200,OK,Jakarta Users 1-46,text,true,262,3407
1402866590263,3276,Home Page,200,OK,Jakarta Users 1-40,text,true,262,3275
1402866592261,1280,Home Page,200,OK,Jakarta Users 1-43,text,true,262,1279
1402866590275,3279,Home Page,200,OK,Jakarta Users 1-16,text,true,262,3279
1402866592274,1313,Home Page,200,OK,Jakarta Users 1-37,text,true,262,1311
1402866593224,378,Home Page,200,OK,Jakarta Users 1-24,text,true,261,378
1402866592440,1295,Home Page,200,OK,Jakarta Users 1-44,text,true,262,1294
1402866592443,1301,Home Page,200,OK,Jakarta Users 1-11,text,true,262,1301
1402866590765,2981,Home Page,200,OK,Jakarta Users 1-4,text,true,262,2981
1402866592528,1459,Home Page,200,OK,Jakarta Users 1-29,text,true,262,1459
1402866592584,1423,Home Page,200,OK,Jakarta Users 1-8,text,true,262,1422
1402866593420,614,Home Page,200,OK,Jakarta Users 1-3,text,true,261,613
1402866592803,1363,Home Page,200,OK,Jakarta Users 1-26,text,true,262,1363
1402866591695,2515,Home Page,200,OK,Jakarta Users 1-49,text,true,262,2512
1402866591716,2518,Home Page,200,OK,Jakarta Users 1-9,text,true,262,2518
1402866592938,1297,Home Page,200,OK,Jakarta Users 1-30,text,true,262,1296
1402866593494,762,Home Page,200,OK,Jakarta Users 1-46,text,true,260,761
1402866593542,827,Home Page,200,OK,Jakarta Users 1-43,text,true,261,827
1402866592026,2357,Home Page,200,OK,Jakarta Users 1-22,text,true,262,2357
1402866592034,2353,Home Page,200,OK,Jakarta Users 1-47,text,true,262,2353
1402866592081,2358,Home Page,200,OK,Jakarta Users 1-19,text,true,262,2358
1402866593603,838,Home Page,200,OK,Jakarta Users 1-24,text,true,261,838
1402866592155,2289,Home Page,200,OK,Jakarta Users 1-25,text,true,262,2289
1402866592240,2288,Home Page,200,OK,Jakarta Users 1-38,text,true,262,2288
1402866592298,2329,Home Page,200,OK,Jakarta Users 1-35,text,true,262,2328
1402866592381,2269,Home Page,200,OK,Jakarta Users 1-42,text,true,262,2269
1402866593274,1380,Home Page,200,OK,Jakarta Users 1-23,text,true,262,1379
1402866593276,1416,Home Page,200,OK,Jakarta Users 1-15,text,true,262,1416
1402866592465,2324,Home Page,200,OK,Jakarta Users 1-6,text,true,262,2324
1402866592470,2335,Home Page,200,OK,Jakarta Users 1-33,text,true,262,2335
1402866592622,2428,Home Page,200,OK,Jakarta Users 1-39,text,true,262,2423
1402866592643,2416,Home Page,200,OK,Jakarta Users 1-5,text,true,262,2412
1402866592620,2442,Home Page,200,OK,Jakarta Users 1-41,text,true,262,2441
1402866592701,2369,Home Page,200,OK,Jakarta Users 1-12,text,true,262,2368
